Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P05744|RL33A_YEAST	P05744	RL33A_YEAST	RPL33A	107	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L33-A	1:Experimental evidence at protein level	17.76	1.0000	0.9990	0.00000000000000	3	0	3	10	0	10	4.00242176E8	0	4.00242176E8			sp|P41056|RL33B_YEAST
sp|P05747|RL29_YEAST	P05747	RL29_YEAST	RPL29	59	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L29	1:Experimental evidence at protein level	28.81	1.0000	0.9990	0.00000000000000	2	2	2	8	8	8	2.70420192E8	2.70420192E8	2.70420192E8			
sp|P05748|RL15A_YEAST	P05748	RL15A_YEAST	RPL15A	204	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L15-A	1:Experimental evidence at protein level	37.75	1.0000	0.9990	0.00000000000000	8	2	8	42	21	42	8.8202554E8	6.6920877E8	8.8202554E8	5C(57.0215),5C(57.0215),5C(57.0215)		
sp|P05749|RL22A_YEAST	P05749	RL22A_YEAST	RPL22A	121	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L22-A	1:Experimental evidence at protein level	23.97	1.0000	0.9990	0.00000000000000	2	1	2	9	5	9	1.44203968E8	3.3030848E7	1.44203968E8			
sp|P05750|RS3_YEAST	P05750	RS3_YEAST	RPS3	240	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S3	1:Experimental evidence at protein level	65.83	1.0000	0.9990	0.00000000000000	15	15	15	80	80	80	9.3331302E8	9.3331302E8	9.3331302E8	2C(57.0215),3M(15.9949)		
sp|P05755|RS9B_YEAST	P05755	RS9B_YEAST	RPS9B	195	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S9-B	1:Experimental evidence at protein level	49.23	1.0000	0.9990	0.00000000000000	12	1	12	71	2	71	1.11500211E9	6.2081664E7	1.11500211E9	9M(15.9949)		
sp|P05756|RS13_YEAST	P05756	RS13_YEAST	RPS13	151	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S13	1:Experimental evidence at protein level	44.37	1.0000	0.9990	0.00000000000000	7	7	7	36	36	36	3.93705088E8	3.93705088E8	3.93705088E8			
sp|P05759|RS31_YEAST	P05759	RS31_YEAST	RPS31	152	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ubiquitin-40S ribosomal protein S31	1:Experimental evidence at protein level	34.21	1.0000	0.9990	0.00000000000000	5	2	5	44	10	44	8.7718739E8	4.54279232E8	8.7718739E8	2C(57.0215),7C(57.0215)		
sp|P06101|CDC37_YEAST	P06101	CDC37_YEAST	CDC37	506	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Hsp90 co-chaperone Cdc37	1:Experimental evidence at protein level	12.06	1.0000	0.9990	0.00000000000000	8	8	8	8	8	8	7.0171248E7	7.0171248E7	7.0171248E7			
sp|P06103|EIF3B_YEAST	P06103	EIF3B_YEAST	PRT1	763	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Eukaryotic translation initiation factor 3 subunit B	1:Experimental evidence at protein level	31.19	1.0000	0.9990	0.00000000000000	23	23	23	30	30	30	8.0901824E7	8.0901824E7	8.0901824E7	9C(57.0215)		
sp|P06105|SC160_YEAST	P06105	SC160_YEAST	SCP160	1222	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein SCP160	1:Experimental evidence at protein level	37.15	1.0000	0.9990	0.00000000000000	45	45	45	59	59	59	1.12225376E8	1.12225376E8	1.12225376E8	2C(57.0215),3C(57.0215)		
sp|P06168|ILV5_YEAST	P06168	ILV5_YEAST	ILV5	395	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ketol-acid reductoisomerase, mitochondrial	1:Experimental evidence at protein level	43.54	1.0000	0.9990	0.00000000000000	14	14	14	59	59	59	3.59076096E8	3.59076096E8	3.59076096E8			
sp|P06169|PDC1_YEAST	P06169	PDC1_YEAST	PDC1	563	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Pyruvate decarboxylase isozyme 1	1:Experimental evidence at protein level	60.92	1.0000	0.9990	0.00000000000000	29	20	29	357	198	357	9.309481E9	9.309481E9	9.309481E9	10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10M(15.9949),10M(15.9949),11M(15.9949),14M(15.9949),1M(15.9949),1M(15.9949),5M(15.9949),7M(15.9949),9M(15.9949),N-term(42.0106),N-term(42.0106)		
sp|P06182|CCHL_YEAST	P06182	CCHL_YEAST	CYC3	269	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Holocytochrome-c synthase	1:Experimental evidence at protein level	14.13	1.0000	0.9990	0.00000000000000	6	6	6	5	5	5	2.327349E7	2.327349E7	2.327349E7			
sp|P06197|PIS_YEAST	P06197	PIS_YEAST	PIS1	220	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	1:Experimental evidence at protein level	15.00	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	3.6271656E7	3.6271656E7	3.6271656E7			
sp|P06208|LEU1_YEAST	P06208	LEU1_YEAST	LEU4	619	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	2-isopropylmalate synthase	1:Experimental evidence at protein level	19.06	1.0000	0.9990	0.00000000000000	14	6	14	19	8	19	8.3801984E7	5.0664988E7	8.3801984E7	2C(57.0215),2C(57.0215),7C(57.0215),2C(57.0215),7C(57.0215),2C(57.0215),7C(57.0215),4C(57.0215)		
sp|P06634|DED1_YEAST	P06634	DED1_YEAST	DED1	604	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ATP-dependent RNA helicase DED1	1:Experimental evidence at protein level	35.10	1.0000	0.9990	0.00000000000000	17	13	17	28	21	28	1.0285476E8	8.504752E7	1.0285476E8	2C(57.0215),5C(57.0215),6C(57.0215)		
sp|P06738|PHSG_YEAST	P06738	PHSG_YEAST	GPH1	902	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glycogen phosphorylase	1:Experimental evidence at protein level	29.93	1.0000	0.9990	0.00000000000000	24	24	24	37	37	37	1.01543384E8	1.01543384E8	1.01543384E8	4C(57.0215)		
sp|P06780|RHO1_YEAST	P06780	RHO1_YEAST	RHO1	209	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	GTP-binding protein RHO1	1:Experimental evidence at protein level	32.54	1.0000	0.9990	0.00000000000000	5	5	5	8	8	8	1.77604704E8	1.77604704E8	1.77604704E8	27C(57.0215),9C(57.0215)		
sp|P06782|SNF1_YEAST	P06782	SNF1_YEAST	SNF1	633	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Carbon catabolite-derepressing protein kinase	1:Experimental evidence at protein level	11.06	1.0000	0.9990	0.00000000000000	7	7	7	5	5	5	1.775806E7	1.775806E7	1.775806E7			
sp|P06785|TYSY_YEAST	P06785	TYSY_YEAST	CDC21	304	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Thymidylate synthase	1:Experimental evidence at protein level	21.38	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	1.9025518E7	1.9025518E7	1.9025518E7			
sp|P06787|CALM_YEAST	P06787	CALM_YEAST	CMD1	147	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Calmodulin	1:Experimental evidence at protein level	40.82	1.0000	0.9990	0.00000000000000	5	5	5	11	11	11	1.65678768E8	1.65678768E8	1.65678768E8			
sp|P07149|FAS1_YEAST	P07149	FAS1_YEAST	FAS1	2051	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fatty acid synthase subunit beta	1:Experimental evidence at protein level	35.10	1.0000	0.9990	0.00000000000000	58	58	58	137	137	137	2.37631856E8	2.37631856E8	2.37631856E8	13C(57.0215),13C(57.0215),16C(57.0215),1C(57.0215),5C(57.0215),2C(57.0215),4C(57.0215)		
sp|P07170|KAD2_YEAST	P07170	KAD2_YEAST	ADK1	222	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Adenylate kinase	1:Experimental evidence at protein level	64.86	1.0000	0.9990	0.00000000000000	14	14	14	54	54	54	4.64033504E8	4.64033504E8	4.64033504E8	9C(57.0215)		
sp|P07172|HIS8_YEAST	P07172	HIS8_YEAST	HIS5	385	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Histidinol-phosphate aminotransferase	1:Experimental evidence at protein level	19.48	1.0000	0.9990	0.00000000000000	6	6	6	7	7	7	4.6856252E7	4.6856252E7	4.6856252E7	6C(57.0215),9C(57.0215)		
sp|P07213|TOM70_YEAST	P07213	TOM70_YEAST	TOM70	617	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mitochondrial import receptor subunit TOM70	1:Experimental evidence at protein level	37.76	1.0000	0.9990	0.00000000000000	24	24	24	37	37	37	8.3761232E7	8.3761232E7	8.3761232E7	4C(57.0215)		
sp|P07244|PUR2_YEAST	P07244	PUR2_YEAST	ADE57	802	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Bifunctional purine biosynthetic protein ADE5,7	1:Experimental evidence at protein level	35.79	1.0000	0.9990	0.00000000000000	24	24	24	54	54	54	2.00437536E8	2.00437536E8	2.00437536E8	13C(57.0215),13C(57.0215),1C(57.0215),5C(57.0215)		
sp|P07245|C1TC_YEAST	P07245	C1TC_YEAST	ADE3	946	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	C-1-tetrahydrofolate synthase, cytoplasmic	1:Experimental evidence at protein level	48.52	1.0000	0.9990	0.00000000000000	38	34	38	97	89	97	1.93491792E8	1.93491792E8	1.93491792E8	10C(57.0215),10C(57.0215),10C(57.0215),1C(57.0215),2C(57.0215),9C(57.0215),9C(57.0215)		
sp|P07246|ADH3_YEAST	P07246	ADH3_YEAST	ADH3	375	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Alcohol dehydrogenase 3, mitochondrial	1:Experimental evidence at protein level	35.20	1.0000	0.9990	0.00000000000000	13	11	12	120	30	32	4.01301856E8	1.23823888E8	1.23823888E8			
sp|P07251|ATPA_YEAST	P07251	ATPA_YEAST	ATP1	545	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ATP synthase subunit alpha, mitochondrial	1:Experimental evidence at protein level	28.07	1.0000	0.9990	0.00000000000000	15	15	15	44	44	44	2.77304288E8	2.77304288E8	2.77304288E8			
sp|P07256|QCR1_YEAST	P07256	QCR1_YEAST	COR1	457	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cytochrome b-c1 complex subunit 1, mitochondrial	1:Experimental evidence at protein level	25.16	1.0000	0.9990	0.00000000000000	10	10	10	12	12	12	4.4874432E7	4.4874432E7	4.4874432E7	11C(57.0215)		
sp|P07257|QCR2_YEAST	P07257	QCR2_YEAST	QCR2	368	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cytochrome b-c1 complex subunit 2, mitochondrial	1:Experimental evidence at protein level	22.55	1.0000	0.9990	0.00000000000000	10	10	10	10	10	10	5.4903784E7	5.4903784E7	5.4903784E7	9C(57.0215)		
sp|P07259|PYR1_YEAST	P07259	PYR1_YEAST	URA2	2214	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein URA2	1:Experimental evidence at protein level	46.48	1.0000	0.9990	0.00000000000000	89	87	89	257	253	257	3.45949344E8	3.45949344E8	3.45949344E8	10C(57.0215),1C(57.0215),2C(57.0215),2C(57.0215),3C(57.0215),4C(57.0215),6C(57.0215),6C(57.0215),6C(57.0215),6C(57.0215),7C(57.0215),8C(57.0215),N-term(42.0106)		
sp|P07260|IF4E_YEAST	P07260	IF4E_YEAST	CDC33	213	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Eukaryotic translation initiation factor 4E	1:Experimental evidence at protein level	37.09	1.0000	0.9990	0.00000000000000	8	8	8	15	15	15	1.25800592E8	1.25800592E8	1.25800592E8			
sp|P07262|DHE4_YEAST	P07262	DHE4_YEAST	GDH1	454	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	NADP-specific glutamate dehydrogenase 1	1:Experimental evidence at protein level	54.63	1.0000	0.9990	0.00000000000000	21	15	21	42	29	42	1.461224E8	1.11607264E8	1.461224E8	4C(57.0215),4C(57.0215),7C(57.0215)		
sp|P07263|SYH_YEAST	P07263	SYH_YEAST	HTS1	546	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Histidine--tRNA ligase, mitochondrial	1:Experimental evidence at protein level	17.22	1.0000	0.9990	0.00000000000000	10	9	10	15	12	15	6.4534244E7	6.4534244E7	6.4534244E7	13C(57.0215)		
sp|P07264|LEUC_YEAST	P07264	LEUC_YEAST	LEU1	779	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	3-isopropylmalate dehydratase	1:Experimental evidence at protein level	10.91	1.0000	0.9990	0.00000000000000	11	11	11	11	11	11	3.407466E7	3.407466E7	3.407466E7	2C(57.0215),2C(57.0215)		
sp|P07267|CARP_YEAST	P07267	CARP_YEAST	PEP4	405	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Saccharopepsin	1:Experimental evidence at protein level	33.83	1.0000	0.9990	0.00000000000000	10	10	10	25	25	25	3.12190464E8	3.12190464E8	3.12190464E8	10C(57.0215),17C(57.0215),22C(57.0215),17C(57.0215),22C(57.0215)		
sp|P07273|TFS2_YEAST	P07273	TFS2_YEAST	DST1	309	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Transcription elongation factor S-II	1:Experimental evidence at protein level	16.18	1.0000	0.9990	0.00000000000000	6	6	6	6	6	6	2.4641616E7	2.4641616E7	2.4641616E7			
sp|P07274|PROF_YEAST	P07274	PROF_YEAST	PFY1	126	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Profilin	1:Experimental evidence at protein level	7.94	1.0000	0.9990	0.00000000000000	1	1	1	5	5	5	4.3232E7	4.3232E7	4.3232E7	8C(57.0215),8C(57.0215),8C(57.0215),8C(57.0215)		
sp|P07275|PUT2_YEAST	P07275	PUT2_YEAST	PUT2	575	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	1:Experimental evidence at protein level	3.30	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	7085383.0	7085383.0	7085383.0			
sp|P07278|KAPR_YEAST	P07278	KAPR_YEAST	BCY1	416	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	cAMP-dependent protein kinase regulatory subunit	1:Experimental evidence at protein level	37.02	1.0000	0.9990	0.00000000000000	13	13	13	20	20	20	6.4931908E7	6.4931908E7	6.4931908E7			
sp|P07280|RS19A_YEAST	P07280	RS19A_YEAST	RPS19A	144	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S19-A	1:Experimental evidence at protein level	57.64	1.0000	0.9990	0.00000000000000	8	0	8	45	0	45	9.5443098E8	0	9.5443098E8			sp|P07281|RS19B_YEAST
sp|P07283|PMM_YEAST	P07283	PMM_YEAST	SEC53	254	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Phosphomannomutase	1:Experimental evidence at protein level	56.30	1.0000	0.9990	0.00000000000000	13	13	13	35	35	35	1.12809984E8	1.12809984E8	1.12809984E8	1C(57.0215),2C(57.0215),3C(57.0215),N-term(42.0106)		
sp|P07284|SYSC_YEAST	P07284	SYSC_YEAST	SES1	462	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Serine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	36.80	1.0000	0.9990	0.00000000000000	17	17	17	32	32	32	1.841604E8	1.841604E8	1.841604E8	36C(57.0215)		
sp|P07342|ILVB_YEAST	P07342	ILVB_YEAST	ILV2	687	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Acetolactate synthase catalytic subunit, mitochondrial	1:Experimental evidence at protein level	14.26	1.0000	0.9990	0.00000000000000	9	9	9	10	10	10	5.0833128E7	5.0833128E7	5.0833128E7			
sp|P07347|ARD1_YEAST	P07347	ARD1_YEAST	ARD1	238	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	N-terminal acetyltransferase A complex catalytic subunit ARD1	1:Experimental evidence at protein level	8.40	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	2.4218718E7	2.4218718E7	2.4218718E7			
sp|P07560|SEC4_YEAST	P07560	SEC4_YEAST	SEC4	215	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ras-related protein SEC4	1:Experimental evidence at protein level	47.44	1.0000	0.9990	0.00000000000000	9	8	9	17	13	17	1.10862432E8	9.1096688E7	1.10862432E8			
sp|P07702|LYS2_YEAST	P07702	LYS2_YEAST	LYS2	1392	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	L-2-aminoadipate reductase	1:Experimental evidence at protein level	8.33	1.0000	0.9990	0.00000000000000	11	11	11	11	11	11	2.472317E7	2.472317E7	2.472317E7	4C(57.0215),8C(57.0215)		
sp|P07703|RPAC1_YEAST	P07703	RPAC1_YEAST	RPC40	335	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	DNA-directed RNA polymerases I and III subunit RPAC1	1:Experimental evidence at protein level	10.45	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	2.9762296E7	2.9762296E7	2.9762296E7	8C(57.0215)		
sp|P07806|SYV_YEAST	P07806	SYV_YEAST	VAS1	1104	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Valine--tRNA ligase, mitochondrial	1:Experimental evidence at protein level	29.53	1.0000	0.9990	0.00000000000000	29	29	29	52	52	52	1.38434528E8	1.38434528E8	1.38434528E8	4C(57.0215)		
sp|P07991|OAT_YEAST	P07991	OAT_YEAST	CAR2	424	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ornithine aminotransferase	1:Experimental evidence at protein level	16.27	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	3.9003344E7	3.9003344E7	3.9003344E7	11C(57.0215),21C(57.0215)		
sp|P08417|FUMH_YEAST	P08417	FUMH_YEAST	FUM1	488	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fumarate hydratase, mitochondrial	1:Experimental evidence at protein level	29.51	1.0000	0.9990	0.00000000000000	10	10	10	18	18	18	8.2826384E7	8.2826384E7	8.2826384E7	1C(57.0215)		
sp|P08456|PSS_YEAST	P08456	PSS_YEAST	CHO1	276	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	CDP-diacylglycerol--serine O-phosphatidyltransferase	1:Experimental evidence at protein level	4.35	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	1.8567892E7	1.8567892E7	1.8567892E7			
sp|P08518|RPB2_YEAST	P08518	RPB2_YEAST	RPB2	1224	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	DNA-directed RNA polymerase II subunit RPB2	1:Experimental evidence at protein level	14.46	1.0000	0.9990	0.00000000000000	18	18	18	20	20	20	4.4662096E7	4.4662096E7	4.4662096E7	4C(57.0215),8C(57.0215),8C(57.0215),8C(57.0215)		
sp|P08524|ERG20_YEAST	P08524	ERG20_YEAST	ERG20	352	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Farnesyl pyrophosphate synthase	1:Experimental evidence at protein level	28.12	1.0000	0.9990	0.00000000000000	11	11	11	29	29	29	2.29326752E8	2.29326752E8	2.29326752E8	1C(57.0215),4C(57.0215)		
sp|P08566|ARO1_YEAST	P08566	ARO1_YEAST	ARO1	1588	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Pentafunctional AROM polypeptide	1:Experimental evidence at protein level	21.60	1.0000	0.9990	0.00000000000000	35	35	35	42	42	42	1.42824288E8	1.42824288E8	1.42824288E8	12C(57.0215),2C(57.0215),8C(57.0215),8C(57.0215),9C(57.0215)		
sp|P08679|CISY2_YEAST	P08679	CISY2_YEAST	CIT2	460	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Citrate synthase, peroxisomal	1:Experimental evidence at protein level	8.26	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	1.3354353E7	1.3354353E7	1.3354353E7			
sp|P09032|EI2BG_YEAST	P09032	EI2BG_YEAST	GCD1	578	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Translation initiation factor eIF-2B subunit gamma	1:Experimental evidence at protein level	1.73	1.0000	0.9990	0.00000000000000	3	3	3	1	1	1	1.2234832E7	1.2234832E7	1.2234832E7			
sp|P09064|IF2B_YEAST	P09064	IF2B_YEAST	SUI3	285	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Eukaryotic translation initiation factor 2 subunit beta	1:Experimental evidence at protein level	39.65	1.0000	0.9990	0.00000000000000	11	11	11	14	14	14	7.915156E7	7.915156E7	7.915156E7	6C(57.0215),6C(57.0215),6C(57.0215),8C(57.0215)		
sp|P09232|PRTB_YEAST	P09232	PRTB_YEAST	PRB1	635	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cerevisin	1:Experimental evidence at protein level	14.33	1.0000	0.9990	0.00000000000000	7	7	7	24	24	24	3.00892736E8	3.00892736E8	3.00892736E8	18C(57.0215),18C(57.0215),18C(57.0215)		
sp|P09436|SYIC_YEAST	P09436	SYIC_YEAST	ILS1	1072	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Isoleucine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	36.19	1.0000	0.9990	0.00000000000000	36	36	36	78	78	78	2.61737232E8	2.61737232E8	2.61737232E8	10C(57.0215),30C(57.0215),30C(57.0215),6C(57.0215),7C(57.0215)		
sp|P09457|ATPO_YEAST	P09457	ATPO_YEAST	ATP5	212	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ATP synthase subunit 5, mitochondrial	1:Experimental evidence at protein level	9.43	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	1.6475311E7	1.6475311E7	1.6475311E7			
sp|P09624|DLDH_YEAST	P09624	DLDH_YEAST	LPD1	499	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Dihydrolipoyl dehydrogenase, mitochondrial	1:Experimental evidence at protein level	25.45	1.0000	0.9990	0.00000000000000	13	13	13	18	18	18	1.02247472E8	1.02247472E8	1.02247472E8			
sp|P09733|TBA1_YEAST	P09733	TBA1_YEAST	TUB1	447	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Tubulin alpha-1 chain	1:Experimental evidence at protein level	31.99	1.0000	0.9990	0.00000000000000	11	5	11	14	6	14	6.8997488E7	4.895574E7	6.8997488E7	15C(57.0215),4C(57.0215),5C(57.0215)		
sp|P09734|TBA3_YEAST	P09734	TBA3_YEAST	TUB3	445	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Tubulin alpha-3 chain	1:Experimental evidence at protein level	28.09	1.0000	0.9990	0.00000000000000	10	4	4	11	3	3	5.9950976E7	2.7522652E7	2.7522652E7	15C(57.0215),4C(57.0215)		
sp|P09938|RIR2_YEAST	P09938	RIR2_YEAST	RNR2	399	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ribonucleoside-diphosphate reductase small chain 1	1:Experimental evidence at protein level	33.83	1.0000	0.9990	0.00000000000000	14	14	14	45	45	45	3.4455264E8	3.4455264E8	3.4455264E8	10C(57.0215)		
sp|P0C0T4|RS25B_YEAST	P0C0T4	RS25B_YEAST	RPS25B	108	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S25-B	1:Experimental evidence at protein level	27.78	1.0000	0.9990	0.00000000000000	3	0	3	17	0	17	4.4035088E8	0	4.4035088E8			sp|Q3E792|RS25A_YEAST
sp|P0C0W1|RS22A_YEAST	P0C0W1	RS22A_YEAST	RPS22A	130	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S22-A	1:Experimental evidence at protein level	43.08	1.0000	0.9990	0.00000000000000	6	0	6	34	0	34	5.8792294E8	0	5.8792294E8	1C(57.0215),1C(57.0215)		sp|Q3E7Y3|RS22B_YEAST
sp|P0C0W9|RL11A_YEAST	P0C0W9	RL11A_YEAST	RPL11A	174	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L11-A	1:Experimental evidence at protein level	24.14	1.0000	0.9990	0.00000000000000	4	0	4	23	0	23	6.1418419E8	0	6.1418419E8			sp|Q3E757|RL11B_YEAST
